Income  , Kidhome, Teenhome, Recency, MntWines, MntFruits, MntMeatProducts, MntFishProducts, MntSweetProducts, MntGoldProds, NumDealsPurchases, NumWebPurchases, NumCatalogPurchases, NumStorePurchases, NumWebVisitsMonth, AcceptedCmp3, AcceptedCmp4, AcceptedCmp5, AcceptedCmp1, AcceptedCmp2, Complain, Response, Age, Customer_Days, Total_Spending, Total_Purchases, Children, Living_With, Family_Size, Is_Parent, Education_Level, Cluster
 77376.0,       1,        1,      72,      492,        19,             110,              16,               12,           12,                 4,               6,                   3,                10,                 4,            0,            0,            0,            0,            0,        0,        0,  58,            50,            661,              23,        2, Partner    ,           4,         1, Postgraduate   ,       0
 62998.0,       0,        1,      10,      120,        58,              73,              65,               89,           58,                 5,               5,                   4,                 5,                 5,            0,            0,            0,            0,            0,        0,        0,  62,           272,            463,              19,        1, Partner    ,           3,         1, Graduate       ,       0
 61331.0,       1,        1,      42,      534,         5,              47,               0,                5,           41,                 5,              11,                   1,                 6,                 8,            0,            0,            0,            0,            0,        0,        0,  56,           476,            632,              23,        2, Alone      ,           3,         1, Postgraduate   ,       0
 73448.0,       0,        0,      10,      236,       106,             189,              23,               41,          130,                 1,               7,                   2,                 9,                 4,            0,            0,            0,            0,            0,        0,        0,  45,           139,            725,              19,        0, Partner    ,           2,         0, Graduate       ,       2
 41551.0,       1,        1,      51,      220,         0,              33,               3,                0,           23,                 5,               5,                   1,                 5,                 8,            0,            0,            0,            0,            0,        0,        0,  50,           319,            279,              16,        2, Partner    ,           4,         1, Postgraduate   ,       1
 62981.0,       0,        0,      21,      796,        14,             590,              38,               44,            0,                 1,               4,                   5,                13,                 3,            0,            1,            0,            0,            0,        0,        0,  47,           469,           1482,              23,        0, Partner    ,           2,         0, Postgraduate   ,       2
  9548.0,       1,        0,      31,        0,         1,               3,              10,                6,            9,                 2,               1,                   0,                 3,                 8,            0,            0,            0,            0,            0,        0,        0,  38,           690,             29,               6,        1, Alone      ,           2,         1, Undergraduate  ,       3
 33762.0,       2,        1,      61,       53,         1,              34,               2,                0,           16,                 3,               2,                   2,                 2,                 8,            0,            0,            0,            0,            0,        0,        0,  55,           357,            106,               9,        3, Partner    ,           5,         1, Postgraduate   ,       1
 35860.0,       1,        1,      37,       15,         0,               8,               4,                2,           20,                 2,               1,                   1,                 2,                 5,            1,            0,            0,            0,            0,        0,        1,  41,            41,             49,               6,        2, Alone      ,           3,         1, Postgraduate   ,       1
 36921.0,       1,        1,      74,       17,         1,              12,               3,                1,            4,                 2,               2,                   0,                 3,                 7,            0,            0,            0,            0,            0,        0,        0,  49,           336,             38,               7,        2, Alone      ,           3,         1, Postgraduate   ,       3
 92859.0,       0,        0,      46,      962,        61,             921,              52,               61,           20,                 1,               5,                   4,                12,                 2,            0,            0,            0,            0,            0,        0,        0,  22,           618,           2077,              22,        0, Alone      ,           1,         0, Postgraduate   ,       2
 65104.0,       0,        1,       4,      738,         0,             232,              13,               20,           50,                 2,               3,                   5,                 7,                 7,            0,            0,            0,            0,            0,        0,        1,  38,           227,           1053,              17,        1, Partner    ,           3,         1, Postgraduate   ,       0
 86111.0,       0,        0,      73,      399,        28,             756,              36,               40,          126,                 1,               5,                   7,                10,                 2,            0,            0,            0,            0,            0,        0,        0,  52,           436,           1385,              23,        0, Partner    ,           2,         0, Graduate       ,       2
 68352.0,       0,        1,      47,      614,        16,             132,              43,               33,           33,                 3,               8,                   5,                 9,                 6,            0,            0,            0,            0,            0,        0,        0,  40,           305,            871,              25,        1, Alone      ,           2,         1, Postgraduate   ,       2
 41883.0,       1,        0,      13,       32,        34,              41,              73,               16,          116,                 3,               4,                   2,                 3,                 7,            0,            0,            0,            0,            0,        0,        0,  26,           467,            312,              12,        1, Partner    ,           3,         1, Graduate       ,       3
 59809.0,       0,        2,      36,      598,        16,             141,              32,               41,           49,                 3,               3,                   3,                 6,                 8,            0,            0,            0,            0,            0,        0,        0,  38,           619,            877,              15,        2, Partner    ,           4,         1, Graduate       ,       0
 23957.0,       1,        0,      47,        2,         1,              18,              20,               11,           16,                 1,               2,                   0,                 3,                 6,            0,            0,            0,            0,            0,        0,        1,  39,           609,             68,               6,        1, Partner    ,           3,         1, Graduate       ,       3
 38547.0,       1,        0,      49,        6,         1,              10,               0,                1,            4,                 1,               1,                   0,                 2,                 8,            0,            0,            0,            0,            0,        1,        0,  33,           305,             22,               4,        1, Partner    ,           3,         1, Graduate       ,       1
 35688.0,       2,        1,      94,       73,         3,              90,              12,                1,           32,                 7,               4,                   1,                 4,                 8,            0,            0,            0,            0,            0,        0,        0,  41,           676,            211,              16,        3, Partner    ,           5,         1, Undergraduate  ,       0
 49605.0,       0,        0,      65,       42,        16,              29,              12,               20,            8,                 1,               2,                   1,                 4,                 3,            0,            0,            0,            0,            0,        0,        0,  48,             8,            127,               8,        0, Partner    ,           2,         0, Postgraduate   ,       1
 59354.0,       0,        2,      59,      295,        21,              78,              39,               13,           13,                 1,               4,                   4,                 7,                 3,            0,            0,            0,            0,            0,        0,        0,  61,            66,            459,              16,        2, Partner    ,           4,         1, Postgraduate   ,       1
 65747.0,       0,        1,      96,      346,        17,              48,              23,               13,           13,                 4,               8,                   1,                 6,                 6,            0,            1,            0,            0,            0,        0,        0,  45,           114,            460,              19,        1, Partner    ,           3,         1, Graduate       ,       0
 46344.0,       0,        1,      28,      233,        20,              57,               8,               20,           91,                 4,               7,                   1,                 5,                 7,            0,            0,            0,            0,            0,        0,        0,  42,           562,            429,              17,        1, Partner    ,           3,         1, Undergraduate  ,       0
 34176.0,       1,        0,      12,        5,         7,              24,              19,               14,           20,                 4,               3,                   0,                 4,                 6,            0,            0,            0,            0,            0,        0,        0,  26,            48,             89,              11,        1, Alone      ,           2,         1, Graduate       ,       3
 61010.0,       0,        1,      57,      888,         0,              57,               0,                0,           76,                 2,               8,                   5,                11,                 5,            0,            0,            0,            0,            0,        0,        0,  62,           628,           1021,              26,        1, Partner    ,           3,         1, Postgraduate   ,       0
 69372.0,       0,        0,      10,      997,        26,             269,              34,               13,           42,                 1,              10,                   4,                 6,                 4,            0,            1,            1,            0,            0,        0,        1,  65,           495,           1381,              21,        0, Partner    ,           2,         0, Graduate       ,       2
 49967.0,       0,        1,       4,      212,         6,              69,               4,               12,            3,                 3,               6,                   1,                 5,                 7,            0,            0,            0,            0,            0,        0,        0,  56,           356,            306,              15,        1, Alone      ,           2,         1, Graduate       ,       3
 60199.0,       1,        2,      49,        8,         1,               7,               2,                0,            0,                 1,               0,                   0,                 3,                 4,            0,            0,            0,            0,            0,        0,        0,  36,           290,             18,               4,        3, Alone      ,           4,         1, Graduate       ,       1
 55375.0,       0,        1,       3,       42,        11,              57,              10,               28,           14,                 1,               1,                   1,                 6,                 2,            0,            0,            0,            0,            0,        0,        0,  37,           255,            162,               9,        1, Partner    ,           3,         1, Graduate       ,       1
 80317.0,       0,        0,      64,      536,        11,             387,             149,               91,           57,                 1,               3,                   4,                10,                 1,            0,            0,            0,            0,            0,        0,        0,  59,           313,           1231,              18,        0, Alone      ,           1,         0, Graduate       ,       2
 30523.0,       2,        1,       0,        5,         0,               3,               0,                0,            5,                 1,               1,                   0,                 2,                 7,            0,            0,            0,            0,            0,        0,        0,  56,           363,             13,               4,        3, Alone      ,           4,         1, Postgraduate   ,       1
 70356.0,       0,        0,      20,     1349,        16,             249,              43,               16,           33,                 2,              10,                   6,                 9,                 6,            0,            0,            0,            0,            0,        0,        0,  69,           601,           1706,              27,        0, Partner    ,           2,         0, Postgraduate   ,       2
 23228.0,       1,        0,      91,       53,         3,              49,               7,                4,            5,                 4,               3,                   0,                 4,                 8,            0,            0,            0,            0,            0,        0,        0,  30,           175,            121,              11,        1, Partner    ,           3,         1, Graduate       ,       1
 74165.0,       0,        0,       9,     1001,        12,             240,              16,               12,           12,                 1,               5,                   4,                10,                 2,            0,            0,            0,            0,            0,        0,        0,  39,           424,           1293,              20,        0, Alone      ,           1,         0, Postgraduate   ,       2
157243.0,       0,        1,      98,       20,         2,            1582,               1,                2,            1,                15,               0,                  22,                 0,                 0,            0,            0,            0,            0,            0,        0,        0,  41,           120,           1608,              37,        1, Partner    ,           3,         1, Postgraduate   ,       0
 43482.0,       2,        1,      83,       18,         1,              32,               6,                3,           28,                 3,               2,                   0,                 4,                 6,            0,            0,            0,            0,            0,        0,        0,  48,           228,             88,               9,        3, Partner    ,           5,         1, Graduate       ,       1
 62551.0,       0,        0,      27,      125,        16,              98,             134,               21,           27,                 1,               6,                   7,                 4,                 3,            1,            0,            0,            0,            0,        0,        0,  61,           223,            421,              18,        0, Alone      ,           1,         0, Graduate       ,       2
 52332.0,       0,        0,      63,      212,         5,              33,               7,                0,            2,                 1,               3,                   2,                 6,                 4,            0,            1,            0,            0,            0,        0,        0,  55,           305,            259,              12,        0, Alone      ,           1,         0, Graduate       ,       2
 66951.0,       0,        0,      46,      277,       162,             305,             173,               76,          124,                 1,               3,                   4,                 7,                 1,            0,            0,            0,            0,            0,        0,        0,  26,           239,           1117,              15,        0, Alone      ,           1,         0, Graduate       ,       2
 26091.0,       1,        1,      84,       15,        10,              19,               8,               17,           20,                 3,               2,                   1,                 3,                 5,            0,            0,            0,            0,            0,        0,        0,  57,           124,             89,               9,        2, Partner    ,           4,         1, Graduate       ,       1
 33456.0,       1,        1,      58,        7,         3,              10,               8,                1,            7,                 2,               1,                   0,                 3,                 7,            0,            0,            0,            0,            0,        0,        0,  49,            69,             36,               6,        2, Partner    ,           4,         1, Graduate       ,       1
 28718.0,       1,        0,      78,       12,         4,               6,              11,                8,           16,                 2,               2,                   0,                 3,                 8,            0,            0,            0,            0,            0,        0,        0,  32,           351,             57,               7,        1, Partner    ,           3,         1, Graduate       ,       1
 50447.0,       2,        0,       4,       85,         7,              24,               2,                3,           27,                 1,               3,                   1,                 3,                 6,            0,            0,            0,            0,            0,        0,        0,  44,            69,            148,               8,        2, Partner    ,           4,         1, Graduate       ,       1
 53537.0,       1,        1,      17,       81,         0,               6,               0,                0,            6,                 2,               2,                   1,                 3,                 5,            0,            0,            0,            0,            0,        0,        0,  55,           150,             93,               8,        2, Partner    ,           4,         1, Postgraduate   ,       1
 52074.0,       0,        1,      77,       59,         0,              12,               0,                0,           48,                 1,               2,                   2,                 2,                 4,            1,            0,            0,            0,            0,        0,        0,  47,            86,            119,               7,        1, Alone      ,           2,         1, Graduate       ,       3
 80427.0,       0,        1,      56,     1149,        71,             449,              69,               71,           26,                 1,              11,                   8,                 8,                 5,            0,            0,            0,            0,            0,        0,        0,  39,           655,           1835,              28,        1, Partner    ,           3,         1, Postgraduate   ,       0
 83837.0,       0,        0,      79,      847,        66,             119,              86,               89,          111,                 1,               9,                  10,                 5,                 4,            0,            1,            0,            1,            0,        0,        1,  66,           560,           1318,              25,        0, Partner    ,           2,         0, Postgraduate   ,       2
 38853.0,       1,        1,      90,       29,         0,              14,               0,                0,            2,                 2,               2,                   0,                 3,                 7,            0,            0,            0,            0,            0,        0,        0,  44,            37,             45,               7,        2, Partner    ,           4,         1, Postgraduate   ,       1
 38285.0,       2,        1,      96,        2,         0,               5,               2,                0,            1,                 1,               0,                   0,                 3,                 2,            0,            0,            0,            0,            0,        0,        0,  55,             5,             10,               4,        3, Partner    ,           5,         1, Graduate       ,       1
 78497.0,       0,        0,      44,      207,        26,             447,              75,                0,          223,                 1,               5,                   7,                12,                 2,            0,            0,            0,            1,            0,        0,        0,  63,           210,            978,              25,        0, Partner    ,           2,         0, Undergraduate  ,       2
 51650.0,       0,        1,      81,      152,         3,              22,               2,                5,            7,                 1,               4,                   1,                 4,                 5,            0,            0,            0,            0,            0,        0,        0,  38,            49,            191,              10,        1, Partner    ,           3,         1, Postgraduate   ,       1
 16248.0,       1,        0,      77,       12,        11,              10,               3,               12,            9,                 3,               2,                   1,                 3,                 6,            0,            0,            0,            0,            0,        0,        0,  26,            50,             57,               9,        1, Partner    ,           3,         1, Undergraduate  ,       1
 66835.0,       0,        0,      21,      620,        26,             195,              34,               17,          141,                 1,               6,                   4,                13,                 2,            0,            0,            0,            0,            0,        0,        0,  68,           274,           1033,              24,        0, Partner    ,           2,         0, Postgraduate   ,       2
 30477.0,       1,        0,      16,       47,         1,               6,               0,                0,           12,                 1,               1,                   1,                 3,                 6,            0,            0,            0,            0,            0,        0,        0,  30,           158,             66,               6,        1, Partner    ,           3,         1, Postgraduate   ,       1
 28249.0,       0,        0,      80,        1,         9,               7,               2,               14,           10,                 1,               2,                   0,                 3,                 6,            0,            0,            0,            0,            0,        0,        0,  53,            14,             43,               6,        0, Partner    ,           2,         0, Undergraduate  ,       1
 25271.0,       1,        0,      45,       10,         1,              18,              10,                4,            7,                 1,               1,                   1,                 2,                 9,            0,            0,            0,            0,            0,        0,        0,  31,           571,             50,               5,        1, Partner    ,           3,         1, Graduate       ,       3
 32303.0,       0,        1,      63,       35,         0,               2,               0,                0,            2,                 2,               1,                   0,                 4,                 5,            0,            0,            0,            0,            0,        0,        0,  44,           113,             39,               7,        1, Alone      ,           2,         1, Postgraduate   ,       3
 61286.0,       0,        1,      34,      356,         0,             107,              19,                9,          117,                 2,               7,                   1,                 8,                 5,            0,            0,            0,            0,            0,        0,        0,  48,           331,            608,              18,        1, Partner    ,           3,         1, Graduate       ,       0
 74068.0,       0,        0,      14,      783,        30,             537,             140,               76,           15,                 1,               4,                  10,                 9,                 2,            0,            0,            0,            0,            0,        0,        0,  38,           467,           1581,              24,        0, Partner    ,           2,         0, Graduate       ,       2
 45759.0,       1,        1,      13,       42,         1,              18,               3,                0,            4,                 2,               2,                   0,                 3,                 7,            0,            0,            0,            0,            0,        0,        0,  50,           491,             68,               7,        2, Partner    ,           4,         1, Postgraduate   ,       1
 24882.0,       1,        0,      52,        1,         4,              10,              29,                0,           36,                 1,               1,                   1,                 2,                 6,            1,            0,            0,            0,            0,        0,        0,  36,           658,             80,               5,        1, Partner    ,           3,         1, Undergraduate  ,       3
 66973.0,       0,        0,      98,      466,        22,             432,             147,              113,          102,                 1,               8,                   7,                12,                 3,            0,            0,            0,            0,            0,        0,        0,  25,           408,           1282,              28,        0, Partner    ,           2,         0, Postgraduate   ,       2
 38872.0,       1,        0,      93,       23,         3,              21,               3,               19,           22,                 2,               3,                   0,                 3,                 8,            0,            0,            0,            0,            0,        0,        0,  26,           395,             91,               8,        1, Partner    ,           3,         1, Graduate       ,       3
 51148.0,       1,        1,      38,      235,         6,              45,               8,                9,           12,                 4,               5,                   1,                 6,                 6,            0,            0,            0,            0,            0,        0,        0,  41,           496,            315,              16,        2, Partner    ,           4,         1, Graduate       ,       0
 31353.0,       1,        1,      24,       10,         0,              10,               3,                1,            7,                 2,               1,                   1,                 2,                 8,            0,            0,            0,            0,            0,        0,        0,  37,           182,             31,               6,        2, Partner    ,           4,         1, Graduate       ,       1
 69661.0,       0,        0,      80,      656,        16,             106,              32,               16,            8,                 1,               7,                   3,                12,                 3,            0,            0,            0,            0,            0,        0,        0,  34,            47,            834,              23,        0, Partner    ,           2,         0, Postgraduate   ,       2
 80067.0,       0,        0,      82,      519,        17,             813,              27,              173,           51,                 1,               4,                   6,                 6,                 2,            0,            0,            1,            0,            0,        0,        0,  60,           283,           1600,              17,        0, Partner    ,           2,         0, Graduate       ,       2
 86718.0,       0,        0,      20,      344,       189,             482,              50,               33,          172,                 1,               5,                   6,                 5,                 2,            0,            0,            0,            0,            0,        0,        0,  60,           528,           1270,              17,        0, Partner    ,           2,         0, Graduate       ,       2
 46854.0,       1,        1,      81,       96,         1,              79,               7,                1,           79,                 6,               5,                   1,                 3,                 8,            1,            0,            0,            0,            0,        0,        1,  41,            90,            263,              15,        2, Alone      ,           3,         1, Postgraduate   ,       1
 69142.0,       0,        1,      50,      448,         4,              34,               6,                4,           39,                 3,               8,                   1,                 7,                 5,            0,            1,            0,            0,            0,        0,        0,  62,             0,            535,              19,        1, Alone      ,           2,         1, Graduate       ,       2
 75922.0,       0,        0,      60,      265,       138,             553,             224,               23,           92,                 1,               4,                   4,                 9,                 1,            0,            0,            0,            0,            0,        0,        0,  46,           202,           1295,              18,        0, Alone      ,           1,         0, Graduate       ,       2
 63693.0,       0,        1,      63,      587,        43,             337,              42,               87,           54,                 3,              11,                   6,                 9,                 6,            0,            0,            0,            0,            0,        0,        0,  36,           258,           1150,              29,        1, Alone      ,           2,         1, Graduate       ,       2
102160.0,       0,        0,      54,      763,        29,             138,              76,              176,           58,                 0,               7,                   9,                10,                 4,            0,            1,            1,            1,            0,        0,        1,  37,           604,           1240,              26,        0, Partner    ,           2,         0, Postgraduate   ,       2
 40637.0,       1,        1,      72,       22,         0,              13,               0,                0,            3,                 2,               1,                   0,                 3,                 7,            0,            0,            0,            0,            0,        0,        0,  49,           347,             38,               6,        2, Alone      ,           3,         1, Postgraduate   ,       3
 18890.0,       0,        0,       5,        6,         4,               1,               7,                2,           15,                 1,               0,                   1,                 2,                 6,            1,            0,            0,            0,            0,        0,        1,  30,           596,             35,               4,        0, Alone      ,           1,         0, Postgraduate   ,       3
 29604.0,       1,        0,      88,        7,         6,              13,               7,                6,           14,                 1,               1,                   0,                 3,                 9,            1,            0,            0,            0,            0,        0,        0,  26,           203,             53,               5,        1, Partner    ,           3,         1, Graduate       ,       1
 48721.0,       1,        1,      50,       81,        18,             113,              47,               13,           21,                 6,               4,                   2,                 5,                 6,            0,            0,            0,            0,            0,        0,        0,  51,           412,            293,              17,        2, Alone      ,           3,         1, Postgraduate   ,       0
 44794.0,       0,        1,      99,       54,         0,               7,               0,                0,            4,                 1,               2,                   0,                 3,                 6,            0,            0,            0,            0,            0,        0,        0,  48,            21,             65,               6,        1, Partner    ,           3,         1, Graduate       ,       1
 64497.0,       0,        1,      17,     1170,        48,             320,              42,               32,          192,                 5,              11,                   4,                 9,                 8,            1,            0,            0,            0,            0,        0,        1,  60,           657,           1804,              29,        1, Alone      ,           2,         1, Graduate       ,       0
 46097.0,       0,        1,      11,       72,        24,              68,              65,                4,            8,                 5,               3,                   1,                 6,                 4,            0,            0,            0,            0,            0,        0,        0,  58,           455,            241,              15,        1, Partner    ,           3,         1, Graduate       ,       0
 77972.0,       0,        0,      18,      613,        22,             319,              33,              102,           12,                 1,               4,                   6,                 9,                 1,            0,            0,            0,            0,            0,        0,        0,  60,           103,           1101,              20,        0, Partner    ,           2,         0, Graduate       ,       2
 44377.0,       1,        1,      70,      224,         0,              30,               0,                0,           10,                 8,               5,                   1,                 5,                 8,            0,            0,            0,            0,            0,        0,        0,  46,           632,            264,              19,        2, Partner    ,           4,         1, Postgraduate   ,       0
 46014.0,       1,        1,      21,      410,         0,              59,              19,                9,           44,                10,               7,                   1,                 8,                 7,            0,            0,            0,            0,            0,        0,        0,  40,           524,            541,              26,        2, Partner    ,           4,         1, Postgraduate   ,       0
 70951.0,       0,        0,      66,      239,        10,             554,             254,               87,           54,                 1,               3,                   4,                 9,                 1,            0,            0,            0,            0,            0,        0,        0,  29,           421,           1198,              17,        0, Partner    ,           2,         0, Graduate       ,       2
 41443.0,       1,        0,      79,      171,         7,             171,              25,               19,           89,                 6,               8,                   1,                 5,                 8,            0,            0,            0,            0,            0,        0,        0,  37,            89,            482,              20,        1, Partner    ,           3,         1, Graduate       ,       0
 52195.0,       2,        1,       2,       12,         0,               4,               0,                0,            1,                 1,               1,                   0,                 2,                 8,            0,            0,            0,            0,            0,        0,        0,  36,            48,             17,               4,        3, Alone      ,           4,         1, Undergraduate  ,       1
 83790.0,       0,        0,      81,     1076,        16,             417,              42,               48,           16,                 1,               8,                  10,                 6,                 3,            0,            1,            1,            0,            0,        0,        0,  66,           226,           1615,              25,        0, Partner    ,           2,         0, Postgraduate   ,       2
 44551.0,       0,        1,      24,      182,         4,              33,               0,                0,           66,                 2,               4,                   1,                 5,                 7,            0,            0,            0,            0,            0,        0,        0,  60,           302,            285,              12,        1, Alone      ,           2,         1, Postgraduate   ,       3
 69508.0,       1,        0,      48,      824,        32,             162,              42,               32,           43,                 2,              11,                   4,                11,                 6,            0,            0,            0,            0,            0,        0,        0,  34,           592,           1135,              28,        1, Partner    ,           3,         1, Graduate       ,       0
 45204.0,       1,        0,      93,       30,        11,              25,              29,                1,           18,                 1,               1,                   1,                 4,                 3,            0,            0,            0,            0,            0,        0,        0,  26,            79,            114,               7,        1, Partner    ,           3,         1, Undergraduate  ,       1
 72460.0,       0,        0,      56,      377,        10,             540,              80,               30,           10,                 1,               3,                   5,                 7,                 1,            0,            0,            0,            0,            0,        0,        0,  45,           227,           1047,              16,        0, Partner    ,           2,         0, Graduate       ,       2
 77622.0,       0,        2,       3,      520,         7,             154,              19,                0,           14,                 2,               6,                   3,                11,                 3,            0,            0,            0,            0,            0,        0,        0,  44,            76,            714,              22,        2, Partner    ,           4,         1, Postgraduate   ,       1
 30732.0,       1,        0,      44,      155,         1,              25,               0,                1,            3,                 4,               4,                   1,                 4,                 8,            0,            0,            0,            0,            0,        0,        0,  34,           540,            185,              13,        1, Partner    ,           3,         1, Postgraduate   ,       3
 63887.0,       0,        1,      38,      897,        23,             207,              15,               11,           92,                 5,               9,                   6,                12,                 6,            0,            0,            0,            0,            0,        0,        0,  52,           659,           1245,              32,        1, Alone      ,           2,         1, Graduate       ,       0
 42011.0,       1,        0,      46,      131,         0,              16,               2,                1,           39,                 4,               3,                   1,                 4,                 8,            0,            0,            0,            0,            0,        0,        0,  36,           460,            189,              12,        1, Partner    ,           3,         1, Graduate       ,       1
 51369.0,       0,        1,      84,      297,         7,              79,               0,               11,          182,                 2,               8,                   2,                 4,                 8,            0,            0,            0,            0,            0,        0,        0,  38,           612,            576,              16,        1, Partner    ,           3,         1, Graduate       ,       0
 51537.0,       0,        1,      27,      787,        20,             204,               0,                0,           92,                 3,               2,                   2,                11,                 8,            0,            0,            0,            0,            0,        0,        0,  62,           567,           1103,              18,        1, Alone      ,           2,         1, Graduate       ,       0
 79930.0,       0,        0,      72,      792,        86,             740,              67,               51,           17,                 1,               3,                   5,                 8,                 2,            0,            0,            0,            0,            0,        0,        0,  42,           690,           1753,              17,        0, Partner    ,           2,         0, Postgraduate   ,       2
 34320.0,       1,        0,      66,        4,         1,               9,               3,                0,            0,                 1,               1,                   0,                 2,                 8,            0,            0,            0,            0,            0,        0,        0,  28,           133,             17,               4,        1, Partner    ,           3,         1, Postgraduate   ,       1
 37070.0,       1,        1,      30,      231,         7,             137,               4,               15,           39,                 9,               5,                   1,                 8,                 7,            0,            0,            0,            0,            0,        0,        1,  48,           466,            433,              23,        2, Alone      ,           3,         1, Graduate       ,       0
 81975.0,       0,        1,       2,      983,        76,             184,             180,              138,           27,                 1,               6,                   3,                 4,                 7,            0,            0,            1,            0,            0,        0,        0,  52,           540,           1588,              14,        1, Alone      ,           2,         1, Undergraduate  ,       2
 38590.0,       1,        0,      65,        3,         1,               8,               4,                3,            3,                 1,               1,                   0,                 2,                 8,            0,            0,            0,            0,            0,        0,        0,  43,           410,             22,               4,        1, Partner    ,           3,         1, Graduate       ,       1
 15033.0,       0,        0,      37,        0,         4,               5,               6,                0,            4,                 1,               1,                   0,                 3,                 3,            0,            0,            0,            0,            0,        0,        0,  63,            74,             19,               5,        0, Alone      ,           1,         0, Graduate       ,       3
 62745.0,       0,        1,      89,      562,        21,             464,              28,               10,           32,                 3,               7,                   8,                11,                 5,            0,            0,            0,            0,            0,        0,        0,  49,           463,           1117,              29,        1, Partner    ,           3,         1, Postgraduate   ,       0
